Date,WIKI/MSFT - Adj. Open,WIKI/MSFT - Adj. High,WIKI/MSFT - Adj. Low,WIKI/MSFT - Adj. Close,WIKI/MSFT - Adj. Volume
2017-02-07,62.353916600397,62.393046764564,61.855007007265,62.050657828101,20277226.0
2017-02-08,62.187613402686,62.422394387689,61.845224466223,61.962614958725,18096358.0
2017-02-09,62.138700697477,63.033803202801,61.943049876641,62.666957913734,22644443.0
2017-02-10,62.852826193528,62.901738898737,62.583806314879,62.608262667483,18170729.0
2017-02-13,62.843043652486,63.449561197078,62.735435701027,63.312605622493,22920101.0
2017-02-14,63.389920572848,63.695011014978,63.006097113394,63.547386607496,23108426.0
2017-02-15,63.478495217337,63.547386607496,63.138959080128,63.508020098834,17005157.0
2017-02-16,63.714694269309,64.206775627583,63.419445454344,63.498178471668,20546345.0
2017-02-17,63.448970335841,63.665486133481,63.281662674028,63.596594743323,21248818.0
2017-02-21,63.586753116158,63.921368439784,63.42928708151,63.468653590172,20655869.0
2017-02-22,63.311187555524,63.370237318517,63.035621994891,63.340712437021,19292651.0
2017-02-23,63.399762200013,63.703376398068,63.17832558879,63.596594743323,20273128.0
2017-02-24,63.508020098834,63.773744032302,63.119275825797,63.596594743323,21796800.0
2017-02-27,63.517861725999,63.517861725999,63.030701181308,63.212771283869,15871507.0
2017-02-28,63.065146876387,63.183246402373,62.750214807092,62.966730604732,23239825.0
2017-03-01,63.114355012215,63.960734948446,63.007868606284,63.911526812618,26937459.0
2017-03-02,63.665486133481,63.724535896474,62.868314333078,62.996255486229,24539597.0
2017-03-03,62.976572231898,63.261979419697,62.612432026775,63.2324545382,18139405.0
2017-03-06,62.956888977567,63.53754498033,62.799422942919,63.252137792531,18750255.0
2017-03-07,63.173404775207,63.749139964388,63.173404775207,63.380078945682,18520987.0
2017-03-08,63.242296165366,64.054230406518,63.2324545382,63.960734948446,21510907.0
2017-03-09,64.157567491755,64.167409118921,63.458811963006,63.704852642143,19846832.0
2017-03-10,64.078834474431,64.226458881914,63.724535896474,63.901685185453,19538245.0
2017-03-13,63.980418202777,64.162488305338,63.547386607496,63.685169387812,20100035.0
2017-03-14,63.508020098834,63.527703353165,63.134038266546,63.389920572848,14280202.0
2017-03-15,63.527703353165,63.891843558287,63.2324545382,63.724535896474,24833810.0
2017-03-16,63.724535896474,63.73437752364,63.281662674028,63.616277997654,20674296.0
2017-03-17,63.882001931122,64.206775627583,63.655644506316,63.84263542246,49219686.0
2017-03-20,63.882001931122,64.142805051007,63.695011014978,63.901685185453,14598083.0
2017-03-21,64.157567491755,64.462657933885,63.114355012215,63.193088029538,26640480.0
2017-03-22,63.104513385049,64.108359355928,63.104513385049,64.000101457108,20680015.0
2017-03-23,63.911526812618,64.201854814,63.739298337222,63.84263542246,19269203.0
2017-03-24,64.324875153568,64.413449798058,63.73437752364,63.95089332128,22617105.0
2017-03-27,63.606436370488,64.187092373252,63.330870809855,64.068992847266,18614662.0
2017-03-28,63.931210066949,64.433133052389,63.626119624819,64.25598376341,20080358.0
2017-03-29,64.088676101597,64.462657933885,63.918908032992,64.433133052389,13618424.0
2017-03-30,64.383924916561,64.935056037828,64.324875153568,64.66933210436,15122823.0
2017-03-31,64.610282341367,65.141730208303,64.413449798058,64.816956511842,21040331.0
2017-04-03,64.767748376015,64.895689529166,64.157567491755,64.511866069713,20400871.0
2017-04-04,64.354400035065,64.767748376015,64.246142136245,64.689015358691,12997449.0
2017-04-05,65.249988107123,65.299196242951,64.407840070573,64.521707696878,21448594.0
2017-04-06,64.56107420554,65.008868241569,64.442974679554,64.689015358691,18103453.0
2017-04-07,64.807114884677,64.915372783497,64.403608170892,64.639807222864,14089274.0
2017-04-10,64.570915832705,64.77759000318,64.324875153568,64.492182815382,17952742.0
2017-04-11,64.56107420554,64.570915832705,63.822952168129,64.442974679554,18791533.0
2017-04-12,64.383924916561,64.472499561051,64.078834474431,64.196934000417,17108513.0
2017-04-13,64.25598376341,64.816956511842,63.921368439784,63.921368439784,17896483.0
2017-04-17,64.009943084273,64.45281630672,63.980418202777,64.442974679554,16689265.0
2017-04-18,64.295350272072,64.66933210436,64.128042610259,64.354400035065,15155611.0
2017-04-19,64.610282341367,64.708698613022,63.862318676791,64.009943084273,26992771.0
2017-04-20,64.423291425223,64.708698613022,64.108359355928,64.462657933885,22299477.0
2017-04-21,64.629965595698,65.643653193743,64.413449798058,65.348404378778,32522645.0
2017-04-24,66.41130011265,66.588449401629,66.037318280362,66.460508248477,29721254.0
2017-04-25,66.8246484536,66.962431233917,66.529399638636,66.844331707931,29983174.0
2017-04-26,67.001797742579,67.228155167385,66.549082892967,66.755757063442,25544417.0
2017-04-27,67.070689132737,67.297046557543,66.509716384305,67.188788658723,32219234.0
2017-04-28,67.818652797313,68.045010222119,66.617974283125,67.375779574867,38940853.0
2017-05-01,67.592295372507,68.448516935904,67.415146083529,68.310734155587,31304672.0
2017-05-02,68.605982970552,68.605982970552,68.035168594954,68.202476256767,23000828.0
2017-05-03,68.281209274091,68.281209274091,67.621820254004,67.985960459127,28725646.0
2017-05-04,67.936752323299,67.985960459127,67.552928863845,67.720236525659,21421413.0
2017-05-05,67.808811170148,67.936752323299,67.400383642781,67.907227441803,18882845.0
2017-05-08,67.877702560306,67.95643557763,67.336413066205,67.84817767881,18446053.0
2017-05-09,67.769444661486,68.182793002436,67.592295372507,67.946593950465,22318181.0
2017-05-10,67.897385814637,68.458358563069,67.828494424479,68.212317883933,17842038.0
2017-05-11,67.277363303212,67.641503508335,67.041164251241,67.375779574867,27985424.0
2017-05-12,67.523403982349,67.523403982349,66.962431233917,67.297046557543,17073013.0
2017-05-15,67.060847505572,67.395462829198,66.499874757139,67.34625469337,30705323.0
2017-05-16,67.52672044481,68.724248390555,67.45744196861,68.694557615041,33250702.0
2017-05-17,68.179917506126,68.387752934726,66.734966431094,66.784451056951,29964198.0
2017-05-18,66.705275655579,67.427751193095,66.447955601122,67.012080335894,24789790.0
2017-05-19,66.804244907294,67.393111954995,66.734966431094,66.992286485551,26496478.0
2017-05-22,67.19022498898,67.793937424439,66.804244907294,67.744452798582,15484530.0
2017-05-23,68.011669778211,68.041360553725,67.675174322382,67.972082077525,15347877.0
2017-05-24,68.160123655783,68.170020580954,67.744452798582,68.061154404068,14422965.0
2017-05-25,68.259092907497,69.159713098099,68.199711356468,68.902393043641,21702912.0
2017-05-26,69.080537696728,69.496208553928,68.803423791927,69.248785424642,19644260.0
2017-05-30,69.070640771556,69.684250132186,69.050846921213,69.684250132186,16901792.0
2017-05-31,69.803013234243,70.010848662844,69.090434621899,69.120125397413,29538356.0
2017-06-01,69.516002404271,69.882188635615,68.735135008244,69.377445451871,21066468.0
2017-06-02,69.7139409077,71.119304282046,69.516002404271,71.020335030332,34586054.0
2017-06-05,71.228170458932,72.138687574706,71.069819656189,71.534975139247,29507429.0
2017-06-06,71.55476898959,71.871470595077,71.525078214076,71.772501343362,31220057.0
2017-06-07,71.886315982834,72.019924472648,71.20837660859,71.643841316133,21895156.0
2017-06-08,71.762604418191,71.772501343362,70.763014975874,71.203428146004,23982410.0
2017-06-09,71.292500472547,71.337036635818,67.883009750982,69.595177805643,48619420.0
2017-06-12,68.536206812298,69.219094649128,67.427751193095,69.060743846385,47363986.0
2017-06-13,69.298270050499,70.090024064216,69.238888499471,69.921776336301,24815455.0
2017-06-14,70.179096390759,70.367137969016,68.714351465384,69.545693179786,25271276.0
2017-06-15,68.556000662641,69.486311628757,68.090845179582,69.179506948442,25701569.0
2017-06-16,69.011259220527,69.303416451589,68.506516036783,69.278476200157,46911637.0
2017-06-19,69.773322458729,70.213735628859,69.624868581157,70.139508690073,23146852.0
2017-06-20,70.090024064216,70.139508690073,69.149816172928,69.189403873614,20775590.0
2017-06-21,69.486311628757,69.892085560787,69.219094649128,69.545693179786,19190623.0
2017-06-22,69.812910159415,69.862394785272,68.991465370184,69.535796254614,22222851.0
2017-06-23,69.3675485267,70.515591846588,69.199300798785,70.476004145902,23176418.0
2017-06-26,70.66404572416,70.970850404475,69.718889370286,69.803013234243,19308122.0
2017-06-27,69.387342377043,69.456620853243,68.466928336098,68.496619111612,24862560.0
2017-06-28,68.496619111612,69.12111508993,68.080948254411,69.080537696728,25226070.0
2017-06-29,68.664866839527,68.773733016413,67.388163492409,67.784040499267,28231562.0
2017-06-30,68.07105132924,68.664866839527,68.031463628554,68.219505206811,23039328.0
2017-07-03,68.615382213669,68.882599193299,67.318885016209,67.467338893781,16164331.0
2017-07-05,67.551462757738,68.724248390555,67.516823519638,68.367959084383,20174523.0
2017-07-06,67.566308145496,68.07105132924,67.417854267924,67.863215900639,20776555.0
2017-07-07,67.991875927868,69.120125397413,67.991875927868,68.744042240898,15897154.0
2017-07-10,68.744042240898,69.525899329443,68.486722186441,69.258682349814,14903400.0
2017-07-11,69.278476200157,69.951467111815,69.03105307087,69.268579274985,16880205.0
2017-07-12,69.961364036987,70.545282622102,69.822807084586,70.416622594873,17382861.0
2017-07-13,70.763014975874,71.297349965881,70.574973397617,71.030231955503,20149208.0
2017-07-14,71.495387438562,72.514770731221,71.218273533761,72.02982139782,25689303.0
2017-07-17,72.049615248163,72.692915384307,71.970439846791,72.593946132593,21481069.0
2017-07-18,72.336626078135,72.633533833278,71.911058295763,72.544461506735,26150272.0
2017-07-19,72.742400010164,73.276833969423,72.692915384307,73.098689316337,21769229.0
2017-07-20,73.415390921823,73.53415402388,72.524667656392,73.474772472852,34174677.0
2017-07-21,72.692915384307,73.524257098709,72.415801479507,73.029410840136,45302930.0
2017-07-24,72.772090785679,72.989823139451,72.376213778821,72.841369261879,20836422.0
2017-07-25,73.039307765308,73.544050949052,72.742400010164,73.425287846995,21522189.0
2017-07-26,73.573741724566,73.613329425252,73.049204690479,73.286730894594,15850344.0
2017-07-27,72.999720064622,73.652917125938,71.574562839933,72.405904554335,35518251.0
2017-07-28,71.920955220934,72.554358431907,71.792295193705,72.287141452278,17472880.0
2017-07-31,72.544461506735,72.683018459136,71.663635166476,71.970439846791,23151962.0
2017-08-01,72.346523003306,72.663224608793,71.742810567848,71.831882894391,19060885.0
2017-08-02,71.802192118877,71.812089044048,70.708581887431,71.515181288904,26405096.0
2017-08-03,71.445902812704,71.693325941991,71.104458894289,71.406315112019,17937522.0
2017-08-04,71.653738241305,72.287141452278,71.495387438562,71.930852146105,22412719.0
2017-08-07,72.049615248163,72.148584499877,71.515181288904,71.653738241305,18582345.0
2017-08-08,71.34693356099,72.376213778821,71.01043810516,72.039718322991,21446993.0
2017-08-09,71.505284363733,71.762604418191,71.307345860304,71.723016717505,20401071.0
2017-08-10,71.158891982732,71.445902812704,70.614561098302,70.673942649331,23153711.0
2017-08-11,70.87188115276,71.950645996448,70.545282622102,71.752707493019,21121250.0
2017-08-14,72.306935302621,72.960132363936,72.198069125735,72.831472336707,19756773.0
2017-08-15,73.219402877698,73.219402877698,72.672172661871,72.85126618705,17791179.0
2017-08-16,72.970661870504,73.726834532374,72.801517985612,73.279100719424,17814317.0
2017-08-17,73.20945323741,73.497992805755,72.035395683453,72.035395683453,21834250.0
2017-08-18,71.906050359712,72.473179856115,71.567762589928,72.124942446043,18215276.0
2017-08-21,72.105043165468,72.114992805755,71.338920863309,71.786654676259,17656716.0
2017-08-22,71.985647482014,72.871165467626,71.985647482014,72.791568345324,14183146.0
2017-08-23,72.592575539568,72.781618705036,72.164741007194,72.353784172662,13586784.0
2017-08-24,72.373683453237,72.493079136691,71.707057553957,72.323935251799,15980144.0
2017-08-25,72.493079136691,72.980611510791,72.114992805755,72.45328057554,12574503.0
2017-08-28,72.692071942446,72.721920863309,72.18464028777,72.463230215827,14112777.0
2017-08-29,71.886151079137,72.791568345324,71.687158273381,72.682122302158,11325418.0
2017-08-30,72.642323741007,73.836181079137,72.462533741007,73.637287769784,16826094.0
2017-08-31,73.65718705036,74.582503597122,73.428345323741,74.393460431655,26688077.0
2017-09-01,74.333762589928,74.363611510791,73.269151079137,73.56764028777,21593192.0
2017-09-05,72.970661870504,73.517892086331,72.612474820144,73.239302158273,21432599.0
2017-09-06,73.368647482014,73.667136690647,72.980611510791,73.03035971223,15945136.0
2017-09-07,73.308949640288,74.224316546763,73.229352517986,73.965625899281,17165518.0
2017-09-08,73.955676258993,74.065122302158,73.468143884892,73.607438848921,14474383.0
2017-09-11,73.935776978417,74.567579136691,73.935776978417,74.383510791367,17428067.0
2017-09-12,74.383510791367,74.86109352518,73.995474820144,74.303913669065,14003880.0
2017-09-13,74.552654676259,74.851143884892,74.174568345324,74.831244604317,12998629.0
2017-09-14,74.622302158273,75.109834532374,74.14471942446,74.393460431655,15373384.0
2017-09-15,74.453158273381,75.010338129496,73.696985611511,74.930741007194,37901927.0
2017-09-18,74.851143884892,75.587417266187,74.662100719424,74.781496402878,22730355.0
2017-09-19,74.831244604317,75.328726618705,74.632251798561,75.060086330935,15606870.0
2017-09-20,74.970539568345,75.169532374101,73.935776978417,74.562604316547,20415084.0
2017-09-21,74.731748201439,74.86109352518,73.736784172662,73.83628057554,19038998.0
2017-09-22,73.617388489209,74.134769784173,73.47809352518,74.035273381295,13969937.0
2017-09-25,73.716884892086,73.876079136691,72.552776978417,72.891064748201,23502422.0
2017-09-26,73.299,73.438294964029,72.622424460432,72.891064748201,17105469.0
2017-09-27,73.179604316547,73.796482014388,72.801517985612,73.47809352518,18934048.0
2017-09-28,73.169654676259,73.597489208633,72.94081294964,73.497992805755,10814063.0
2017-09-29,73.56764028777,74.159643884892,73.507942446043,74.114870503597,16700435.0
2017-10-02,74.333762589928,74.632251798561,73.920852517986,74.23426618705,15210338.0
2017-10-03,74.293964028777,74.50290647482,73.821356115108,73.886028776978,11935853.0
2017-10-04,73.627338129496,74.343712230216,73.338798561151,74.313863309353,13287346.0
2017-10-05,74.841194244604,75.736661870504,74.582503597122,75.587417266187,20656238.0
2017-10-06,75.288928057554,75.647115107914,75.159582733813,75.61726618705,13692791.0
2017-10-09,75.587417266187,76.164496402878,75.477971223022,75.905805755396,11364275.0
2017-10-10,75.945604316547,76.24409352518,75.756561151079,75.905805755396,13734627.0
2017-10-11,75.97545323741,76.074949640288,75.567517985612,76.035151079137,14780652.0
2017-10-12,76.104798561151,76.900769784173,75.985402877698,76.731625899281,16778148.0
2017-10-13,77.199258992806,77.477848920863,76.900769784173,77.099762589928,15250772.0
2017-10-16,77.030115107914,77.418151079137,76.960467625899,77.258956834532,12331147.0
2017-10-17,77.079863309353,77.229107913669,76.860971223022,77.199258992806,15953665.0
2017-10-18,77.278856115108,77.457949640288,76.980366906475,77.219158273381,13147124.0
2017-10-19,77.17935971223,77.53754676259,76.960467625899,77.517647482014,14982129.0
2017-10-20,77.925582733813,78.572309352518,77.826086330935,78.413115107914,22517092.0
2017-10-23,78.592208633094,78.940446043165,78.363366906475,78.433014388489,20479731.0
2017-10-24,78.502661870504,78.801151079137,78.064877697842,78.462863309353,16613928.0
2017-10-25,78.184273381295,78.701654676259,77.617143884892,78.234021582734,19714512.0
2017-10-26,78.801151079137,79.020043165468,78.353417266187,78.363366906475,29181652.0
2017-10-27,83.945115107914,85.765899280576,83.188942446043,83.387935251799,70877350.0
2017-10-30,83.278489208633,83.900341726619,82.686485611511,83.467532374101,31291801.0
2017-10-31,83.935165467626,83.935165467626,82.691460431655,82.761107913669,26728947.0
2017-11-01,83.258589928058,83.33818705036,82.462618705036,82.761107913669,22039635.0
2017-11-02,82.930251798561,84.034661870504,82.701410071942,83.626726618705,23822964.0
2017-11-03,83.656575539568,84.114258992806,82.98,83.716273381295,17569120.0
2017-11-06,83.775971223022,84.27345323741,83.65906294964,84.044611510791,19039847.0
2017-11-07,84.343100719424,84.472446043165,83.507330935252,83.845618705036,17152583.0
2017-11-09,83.686424460432,83.845618705036,82.482517985612,83.666525179856,20924172.0
2017-11-10,83.368035971223,83.6715,82.810856115108,83.447633093525,19340435.0
2017-11-13,83.238690647482,83.51728057554,83.039697841727,83.507330935252,14080820.0
2017-11-14,83.079496402878,83.676474820144,82.562115107914,83.626726618705,18604034.0
2017-11-15,83.47,83.69,82.69,82.98,19097333.0
2017-11-16,83.1,83.42,82.94,83.2,20659209.0
2017-11-17,83.12,83.12,82.24,82.4,21715498.0
2017-11-20,82.4,82.59,82.25,82.53,16072495.0
2017-11-21,82.74,83.84,82.74,83.72,21033981.0
2017-11-22,83.83,83.9,83.04,83.11,20213704.0
2017-11-24,83.01,83.43,82.78,83.26,7425503.0
2017-11-27,83.31,83.98,83.3,83.87,17603760.0
2017-11-28,84.07,85.06,84.02,84.88,21162639.0
2017-11-29,84.71,84.9172,83.175,83.34,26401761.0
2017-11-30,83.51,84.52,83.34,84.17,32074914.0
2017-12-01,83.6,84.81,83.22,84.26,29113662.0
2017-12-04,84.42,84.4299,80.7,81.08,37977732.0
2017-12-05,81.34,82.68,80.9801,81.59,25512120.0
2017-12-06,81.55,83.14,81.43,82.78,24821403.0
2017-12-07,82.54,82.8,82.0,82.49,20378114.0
2017-12-08,83.63,84.58,83.33,84.16,23825056.0
2017-12-11,84.29,85.37,84.12,85.23,19909119.0
2017-12-12,85.31,86.05,85.08,85.58,23534946.0
2017-12-13,85.74,86.0,85.17,85.35,21307911.0
2017-12-14,85.43,85.8739,84.53,84.69,19080106.0
2017-12-15,85.26,87.09,84.88,86.85,52430167.0
2017-12-18,87.12,87.4999,86.23,86.38,21551076.0
2017-12-19,86.35,86.35,85.27,85.83,23241979.0
2017-12-20,86.2,86.3,84.71,85.52,23425009.0
2017-12-21,86.05,86.1,85.4,85.5,16638402.0
2017-12-22,85.4,85.63,84.92,85.51,14033977.0
2017-12-26,85.31,85.5346,85.03,85.4,9737412.0
2017-12-27,85.65,85.98,85.215,85.71,13000828.0
2017-12-28,85.9,85.93,85.55,85.72,9872795.0
2017-12-29,85.63,86.05,85.5,85.54,18162779.0
